key,label,label2,suggested_label,num_rows,num_cols,total_fail_ratio,top_fail_ratio,bot_fail_ratio,left_fail_ratio,right_fail_ratio,center_fail_ratio,edge_fail_ratio,left_edge_fail_ratio,right_edge_fail_ratio,center_band_fail_ratio,q_tl_ratio,q_tr_ratio,q_bl_ratio,q_br_ratio,is_diagonal,isolated_fail_ratio,largest_cluster_ratio,avg_row_transitions,max_row_transitions,num_rows,num_cols,vertical_symmetry,horizontal_symmetry,vertical_gradient,horizontal_gradient,boundary_monotonicity,boundary_spread,aspect_ratio,fail_row_fraction,fail_col_fraction
marginal_horiz-passing-2band|11x11|2249,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,11,11,0.5537,0.2576,0.9091,0.5636,0.5455,0.3673,0.6806,0.5758,0.5455,0.5455,0.3,0.2222,0.88,0.9333,0,0.0149,0.7612,1.3636,8,11,11,0.438,0.9174,-0.6515,-0.0182,1,0.0909,1,0.7273,1
marginal_horiz-passing-2band|18x6|2250,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.1667,0.7593,0.4815,0.4444,0.275,0.5735,0.4722,0.4444,0.4722,0.1481,0.1852,0.8148,0.7037,1,0.04,0.8,0.3333,3,18,6,0.4074,0.8889,-0.5926,-0.037,1,0.5,0.3333,0.5556,1
marginal_horiz-passing-2band|18x6|2251,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.2222,0.6852,0.4815,0.4259,0.225,0.5882,0.5,0.4444,0.4167,0.2593,0.1852,0.7037,0.6667,1,0.0204,0.7347,0.5,3,18,6,0.537,0.9074,-0.463,-0.0556,0.8182,0.8333,0.3333,0.5556,1
marginal_horiz-passing-2band|18x6|2252,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.2222,0.6852,0.4815,0.4259,0.225,0.5882,0.4722,0.4444,0.4444,0.2593,0.1852,0.7037,0.6667,1,0.0204,0.7551,0.5556,4,18,6,0.537,0.9074,-0.463,-0.0556,0.9091,0.5,0.3333,0.5556,1
marginal_horiz-passing-2band|18x6|2253,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4907,0.2593,0.7222,0.5185,0.463,0.275,0.6176,0.5556,0.4722,0.4444,0.2593,0.2593,0.7778,0.6667,1,0.0189,0.7358,0.5556,3,18,6,0.537,0.9074,-0.463,-0.0556,0.9,0.3333,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2254,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4815,0.2407,0.7222,0.5185,0.4444,0.25,0.6176,0.5278,0.4444,0.4722,0.2593,0.2222,0.7778,0.6667,0,0.0192,0.75,0.6111,4,18,6,0.5185,0.9259,-0.4815,-0.0741,0.9,0.1667,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2255,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4444,0.1852,0.7037,0.463,0.4259,0.275,0.5441,0.4444,0.4167,0.4722,0.1852,0.1852,0.7407,0.6667,0,0.0417,0.7917,0.5,2,18,6,0.4815,0.8889,-0.5185,-0.037,1,0,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2256,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.1667,0.7593,0.4444,0.4815,0.275,0.5735,0.4167,0.4722,0.5,0.1481,0.1852,0.7407,0.7778,0,0.06,0.82,0.7222,3,18,6,0.4074,0.8889,-0.5926,0.037,1,0.1667,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2257,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4907,0.2407,0.7407,0.463,0.5185,0.225,0.6471,0.4444,0.5,0.5278,0.2222,0.2593,0.7037,0.7778,0,0.0566,0.7547,0.7222,3,18,6,0.5,0.9074,-0.5,0.0556,1,0.1667,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2258,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.2222,0.7037,0.5185,0.4074,0.25,0.5882,0.5,0.4167,0.4722,0.2593,0.1852,0.7778,0.6296,1,0.02,0.76,0.7778,4,18,6,0.5185,0.8889,-0.4815,-0.1111,1,0.6667,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2259,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.2037,0.7037,0.5,0.4074,0.25,0.5735,0.5,0.4444,0.4167,0.2593,0.1481,0.7407,0.6667,1,0.0204,0.7755,0.7778,4,18,6,0.5,0.8704,-0.5,-0.0926,0.8333,0.5,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2260,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.2407,0.6852,0.4815,0.4444,0.225,0.6029,0.4722,0.4722,0.4444,0.2593,0.2222,0.7037,0.6667,0,0.02,0.74,0.6667,4,18,6,0.5556,0.9259,-0.4444,-0.037,1,0,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2261,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.1852,0.7222,0.463,0.4444,0.25,0.5735,0.4444,0.3889,0.5278,0.1852,0.1852,0.7407,0.7037,1,0.0612,0.7959,0.5,3,18,6,0.463,0.9074,-0.537,-0.0185,1,0.8333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2262,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.5,0.2037,0.7963,0.5185,0.4815,0.3,0.6176,0.5278,0.4722,0.5,0.2222,0.1852,0.8148,0.7778,1,0.0556,0.7963,0.6667,3,18,6,0.4074,0.9259,-0.5926,-0.037,0.9091,0.6667,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2263,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4907,0.2593,0.7222,0.537,0.4444,0.275,0.6176,0.5556,0.4444,0.4722,0.3333,0.1852,0.7407,0.7037,1,0.0377,0.7358,0.8333,4,18,6,0.537,0.8704,-0.463,-0.0926,0.9,0.5,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2264,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.5,0.2407,0.7593,0.5185,0.4815,0.3,0.6176,0.5,0.4722,0.5278,0.2593,0.2222,0.7778,0.7407,0,0,0.7593,0.7222,5,18,6,0.4815,0.8889,-0.5185,-0.037,1,0,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2265,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4444,0.2037,0.6852,0.463,0.4259,0.25,0.5588,0.4444,0.4444,0.4444,0.2222,0.1852,0.7037,0.6667,1,0.0417,0.7708,0.7222,4,18,6,0.5185,0.9259,-0.4815,-0.037,1,0.8333,0.3333,0.5556,1
marginal_horiz-passing-2band|18x6|2266,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4907,0.2593,0.7222,0.5185,0.463,0.25,0.6324,0.5278,0.4444,0.5,0.2593,0.2593,0.7778,0.6667,1,0,0.7358,0.3889,2,18,6,0.537,0.9444,-0.463,-0.0556,1,0.3333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2267,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.2222,0.7037,0.5185,0.4074,0.25,0.5882,0.5278,0.4167,0.4444,0.2963,0.1481,0.7407,0.6667,1,0.04,0.76,0.6667,4,18,6,0.5185,0.8889,-0.4815,-0.1111,0.8182,0.8333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2268,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4815,0.2037,0.7593,0.463,0.5,0.275,0.6029,0.4722,0.4722,0.5,0.2222,0.1852,0.7037,0.8148,1,0.0192,0.7885,0.3889,2,18,6,0.4444,0.8889,-0.5556,0.037,0.9,0.6667,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2269,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.1667,0.7407,0.4444,0.463,0.25,0.5735,0.4444,0.4444,0.4722,0.1481,0.1852,0.7407,0.7407,0,0.0816,0.7959,0.5556,3,18,6,0.4259,0.9074,-0.5741,0.0185,0.9,0.1667,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2270,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.1667,0.7593,0.463,0.463,0.275,0.5735,0.4167,0.4444,0.5278,0.1481,0.1852,0.7778,0.7407,0,0.08,0.8,0.7222,5,18,6,0.4074,0.8889,-0.5926,0,1,0.1667,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2271,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.1852,0.7407,0.463,0.463,0.25,0.5882,0.4444,0.4444,0.5,0.1852,0.1852,0.7407,0.7407,0,0.06,0.8,0.9444,4,18,6,0.4444,0.8519,-0.5556,0,0.9091,0.1667,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2272,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.2222,0.6852,0.4815,0.4259,0.25,0.5735,0.4722,0.4167,0.4722,0.2222,0.2222,0.7407,0.6296,1,0.0204,0.7551,0.6111,4,18,6,0.537,0.9074,-0.463,-0.0556,1,0.8333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2273,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.1667,0.7593,0.463,0.463,0.275,0.5735,0.4722,0.4444,0.4722,0.1481,0.1852,0.7778,0.7407,1,0.06,0.82,0.5556,3,18,6,0.4074,0.9259,-0.5926,0,1,0.3333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2274,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4815,0.1852,0.7778,0.4815,0.4815,0.25,0.6176,0.4722,0.4722,0.5,0.1852,0.1852,0.7778,0.7778,0,0.0577,0.8077,0.5556,3,18,6,0.4074,0.9259,-0.5926,0,1,0.1667,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2275,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.1667,0.7407,0.4444,0.463,0.25,0.5735,0.4444,0.4444,0.4722,0.1481,0.1852,0.7407,0.7407,0,0.0816,0.8163,0.7222,4,18,6,0.4259,0.8704,-0.5741,0.0185,1,0.1667,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2276,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.2222,0.7037,0.5,0.4259,0.25,0.5882,0.5,0.4444,0.4444,0.2593,0.1852,0.7407,0.6667,1,0.02,0.76,0.7778,4,18,6,0.5185,0.8889,-0.4815,-0.0741,1,0.3333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2277,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.2222,0.6852,0.5,0.4074,0.2,0.6029,0.4722,0.4444,0.4444,0.2222,0.2222,0.7778,0.5926,1,0.0204,0.7551,1,4,18,6,0.537,0.7963,-0.463,-0.0926,0.9167,0.5,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2278,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.5,0.2593,0.7407,0.537,0.463,0.275,0.6324,0.5556,0.5,0.4444,0.2593,0.2593,0.8148,0.6667,1,0.0185,0.7407,0.7778,4,18,6,0.5185,0.8519,-0.4815,-0.0741,0.9,0.3333,0.3333,0.7222,1
marginal_horiz-passing-2band|18x6|2279,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4815,0.1852,0.7778,0.4815,0.4815,0.3,0.5882,0.4444,0.4722,0.5278,0.1852,0.1852,0.7778,0.7778,0,0.0769,0.8077,0.7778,5,18,6,0.4074,0.8889,-0.5926,0,1,0.1667,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2280,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.1481,0.7593,0.5,0.4074,0.25,0.5735,0.4722,0.3889,0.5,0.1852,0.1111,0.8148,0.7037,1,0.0612,0.8163,0.6667,3,18,6,0.3889,0.8704,-0.6111,-0.0926,0.9091,0.8333,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2281,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4352,0.1667,0.7037,0.4444,0.4259,0.25,0.5441,0.4167,0.4167,0.4722,0.1852,0.1481,0.7037,0.7037,1,0.0851,0.766,0.5556,2,18,6,0.463,0.9074,-0.537,-0.0185,1,0.8333,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2282,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4444,0.2037,0.6852,0.4815,0.4074,0.25,0.5588,0.5,0.4167,0.4167,0.2222,0.1852,0.7407,0.6296,1,0.0417,0.7708,0.7222,4,18,6,0.5185,0.9259,-0.4815,-0.0741,1,0.8333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2283,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4352,0.1852,0.6852,0.463,0.4074,0.225,0.5588,0.4722,0.4444,0.3889,0.2222,0.1481,0.7037,0.6667,1,0.0638,0.7872,0.8889,4,18,6,0.5,0.8704,-0.5,-0.0556,0.9167,0.5,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2284,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.1481,0.7593,0.4444,0.463,0.275,0.5588,0.4444,0.4444,0.4722,0.1481,0.1481,0.7407,0.7778,0,0.0816,0.8367,0.5556,3,18,6,0.3889,0.8704,-0.6111,0.0185,1,0.1667,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2285,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.2222,0.7037,0.5,0.4259,0.25,0.5882,0.5,0.4722,0.4167,0.2593,0.1852,0.7407,0.6667,1,0.04,0.76,1.0556,4,18,6,0.5185,0.8889,-0.4815,-0.0741,0.9167,0.8333,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2286,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4722,0.1852,0.7593,0.463,0.4815,0.275,0.5882,0.4722,0.4722,0.4722,0.1481,0.2222,0.7778,0.7407,1,0.0392,0.8039,0.5556,3,18,6,0.4259,0.9074,-0.5741,0.0185,1,0.3333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2287,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4352,0.1481,0.7222,0.4074,0.463,0.225,0.5588,0.4167,0.4444,0.4444,0.1111,0.1852,0.7037,0.7407,1,0.0638,0.8298,0.7222,3,18,6,0.4259,0.8704,-0.5741,0.0556,1,0.3333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2288,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4815,0.2407,0.7222,0.5,0.463,0.25,0.6176,0.5,0.5,0.4444,0.2593,0.2222,0.7407,0.7037,0,0.0192,0.75,0.6667,4,18,6,0.5185,0.8889,-0.4815,-0.037,1,0,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2289,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.2037,0.7222,0.463,0.463,0.25,0.5882,0.4444,0.4444,0.5,0.2222,0.1852,0.7037,0.7407,0,0.02,0.76,0.3889,2,18,6,0.4815,0.9259,-0.5185,0,0.9,0.1667,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2290,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.1667,0.7407,0.4444,0.463,0.225,0.5882,0.4167,0.4444,0.5,0.1481,0.1852,0.7407,0.7407,0,0.0612,0.8163,0.7778,3,18,6,0.4259,0.8704,-0.5741,0.0185,1,0.1667,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2291,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.2222,0.7037,0.5,0.4259,0.25,0.5882,0.5,0.4167,0.4722,0.2593,0.1852,0.7407,0.6667,0,0.02,0.76,0.5556,4,18,6,0.5185,0.9259,-0.4815,-0.0741,1,0,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2292,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.1667,0.7593,0.463,0.463,0.275,0.5735,0.4444,0.4167,0.5278,0.1852,0.1481,0.7407,0.7778,1,0.06,0.82,0.6667,3,18,6,0.4074,0.8889,-0.5926,0,0.9091,0.6667,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2293,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4722,0.1852,0.7593,0.4815,0.463,0.275,0.5882,0.4444,0.4444,0.5278,0.2222,0.1481,0.7407,0.7778,1,0.0588,0.8039,0.8333,3,18,6,0.4259,0.8704,-0.5741,-0.0185,0.9091,0.8333,0.3333,0.7222,1
marginal_horiz-passing-2band|18x6|2294,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4444,0.2037,0.6852,0.463,0.4259,0.2,0.5882,0.4444,0.3889,0.5,0.2222,0.1852,0.7037,0.6667,0,0.0625,0.7708,0.6111,3,18,6,0.5185,0.8889,-0.4815,-0.037,1,0.1667,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2295,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.2407,0.6852,0.5,0.4259,0.25,0.5882,0.5,0.4444,0.4444,0.2593,0.2222,0.7407,0.6296,1,0.02,0.74,0.6667,4,18,6,0.5556,0.8889,-0.4444,-0.0741,1,0.8333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2296,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.2037,0.7037,0.5,0.4074,0.25,0.5735,0.5,0.4167,0.4444,0.2593,0.1481,0.7407,0.6667,1,0.0408,0.7755,0.8333,4,18,6,0.5,0.9074,-0.5,-0.0926,0.9167,0.8333,0.3333,0.6111,1
marginal_horiz-passing-2band|18x6|2297,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4537,0.2037,0.7037,0.5185,0.3889,0.25,0.5735,0.5556,0.4444,0.3611,0.2593,0.1481,0.7778,0.6296,1,0.0408,0.7755,0.9444,4,18,6,0.5,0.8704,-0.5,-0.1296,0.9167,0.5,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2298,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.463,0.2037,0.7222,0.5,0.4259,0.25,0.5882,0.5278,0.4444,0.4167,0.2593,0.1481,0.7407,0.7037,0,0.02,0.78,0.7222,4,18,6,0.4815,0.8889,-0.5185,-0.0741,1,0,0.3333,0.6667,1
marginal_horiz-passing-2band|18x6|2299,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,18,6,0.4444,0.2222,0.6667,0.463,0.4259,0.2,0.5882,0.4722,0.4444,0.4167,0.2593,0.1852,0.6667,0.6667,1,0.0417,0.7292,0.6667,4,18,6,0.5556,0.9259,-0.4444,-0.037,1,0.3333,0.3333,0.5556,1
marginal_horiz-passing-2band|6x18|2300,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5556,0.3333,0.7778,0.5556,0.5556,0.3,0.7059,0.5556,0.6111,0.5,0.3333,0.3333,0.7778,0.7778,1,0.0333,0.7,2,10,6,18,0.5556,0.9259,-0.4444,0,1,0.6111,3,0.6667,1
marginal_horiz-passing-2band|6x18|2301,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.537,0.2778,0.7963,0.5741,0.5,0.4,0.6176,0.5556,0.4444,0.6111,0.2963,0.2593,0.8519,0.7407,0,0.0862,0.7414,2.8333,7,6,18,0.4815,0.8148,-0.5185,-0.0741,1,0,3,0.8333,1
marginal_horiz-passing-2band|6x18|2302,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5926,0.3704,0.8148,0.6111,0.5741,0.425,0.6912,0.5833,0.5833,0.6111,0.3704,0.3704,0.8519,0.7778,0,0.0156,0.6875,1.6667,7,6,18,0.5556,0.8889,-0.4444,-0.037,1,0.0556,3,0.8333,1
marginal_horiz-passing-2band|6x18|2303,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5741,0.3333,0.8148,0.6111,0.537,0.45,0.6471,0.5833,0.5,0.6389,0.4074,0.2593,0.8148,0.8148,0,0.0645,0.9677,3,8,6,18,0.5185,0.8148,-0.4815,-0.0741,0.6667,0.0556,3,1,1
marginal_horiz-passing-2band|6x18|2304,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5648,0.3333,0.7963,0.5926,0.537,0.375,0.6765,0.6111,0.5,0.5833,0.3704,0.2963,0.8148,0.7778,0,0.0328,0.7213,1.8333,6,6,18,0.537,0.8333,-0.463,-0.0556,0.3333,0.8333,3,1,1
marginal_horiz-passing-2band|6x18|2305,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5741,0.3889,0.7593,0.5926,0.5556,0.375,0.6912,0.5833,0.5833,0.5556,0.4074,0.3704,0.7778,0.7407,0,0.0161,0.6613,3,7,6,18,0.6296,0.8148,-0.3704,-0.037,0.5,0.7778,3,0.8333,1
marginal_horiz-passing-2band|6x18|2306,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5556,0.3333,0.7778,0.5741,0.537,0.45,0.6176,0.5833,0.5,0.5833,0.4074,0.2593,0.7407,0.8148,1,0.0333,0.8833,3.8333,8,6,18,0.5556,0.7407,-0.4444,-0.037,0.75,0.3333,3,1,1
marginal_horiz-passing-2band|6x18|2307,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5185,0.2593,0.7778,0.537,0.5,0.35,0.6176,0.5556,0.4722,0.5278,0.2963,0.2222,0.7778,0.7778,0,0.125,0.7679,2.6667,5,6,18,0.4815,0.7407,-0.5185,-0.037,0.75,0.2222,3,0.8333,1
marginal_horiz-passing-2band|6x18|2308,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5556,0.3148,0.7963,0.5741,0.537,0.425,0.6324,0.5833,0.5278,0.5556,0.3704,0.2593,0.7778,0.8148,1,0.0667,0.7167,3.3333,8,6,18,0.5185,0.7778,-0.4815,-0.037,0.75,0.3889,3,0.8333,1
marginal_horiz-passing-2band|6x18|2309,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5556,0.3333,0.7778,0.6111,0.5,0.375,0.6618,0.6389,0.4722,0.5556,0.4074,0.2593,0.8148,0.7407,1,0.0333,0.7,2.3333,6,6,18,0.5556,0.8148,-0.4444,-0.1111,0.75,0.8333,3,0.8333,1
marginal_horiz-passing-2band|6x18|2310,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5093,0.2222,0.7963,0.5741,0.4444,0.325,0.6176,0.5833,0.4444,0.5,0.2963,0.1481,0.8519,0.7407,1,0.0727,0.7818,2.1667,7,6,18,0.4259,0.7963,-0.5741,-0.1296,1,0.6111,3,0.6667,1
marginal_horiz-passing-2band|6x18|2311,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5556,0.3148,0.7963,0.537,0.5741,0.35,0.6765,0.5278,0.5833,0.5556,0.2963,0.3333,0.7778,0.8148,0,0.05,0.7167,1.8333,9,6,18,0.5185,0.8889,-0.4815,0.037,0.6667,0.0556,3,0.6667,1
marginal_horiz-passing-2band|6x18|2312,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5648,0.3519,0.7778,0.537,0.5926,0.4,0.6618,0.5278,0.5833,0.5833,0.2963,0.4074,0.7778,0.7778,0,0.0328,0.9344,3.1667,7,6,18,0.5741,0.8333,-0.4259,0.0556,0.6667,0.1667,3,1,1
marginal_horiz-passing-2band|6x18|2313,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5556,0.3148,0.7963,0.5741,0.537,0.375,0.6618,0.5833,0.5278,0.5556,0.3333,0.2963,0.8148,0.7778,0,0.1,0.7333,2.1667,6,6,18,0.5185,0.8519,-0.4815,-0.037,0.6667,0.1111,3,1,1
marginal_horiz-passing-2band|6x18|2314,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5833,0.3704,0.7963,0.5741,0.5926,0.425,0.6765,0.5556,0.6111,0.5833,0.3333,0.4074,0.8148,0.7778,0,0.0317,0.6984,2.3333,7,6,18,0.5741,0.8704,-0.4259,0.0185,1,0.0556,3,1,1
marginal_horiz-passing-2band|6x18|2315,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5093,0.2778,0.7407,0.4815,0.537,0.325,0.6176,0.4722,0.5,0.5556,0.2222,0.3333,0.7407,0.7407,0,0.0727,0.7273,3.5,6,6,18,0.537,0.7222,-0.463,0.0556,1,0.0556,3,0.8333,1
marginal_horiz-passing-2band|6x18|2316,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5278,0.2407,0.8148,0.5741,0.4815,0.375,0.6176,0.5556,0.4722,0.5556,0.2963,0.1852,0.8519,0.7778,0,0.1404,0.7719,2.3333,8,6,18,0.4259,0.7963,-0.5741,-0.0926,0.6667,0.1667,3,0.6667,1
marginal_horiz-passing-2band|6x18|2317,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5556,0.3519,0.7593,0.5926,0.5185,0.375,0.6618,0.6111,0.5,0.5556,0.4074,0.2963,0.7778,0.7407,1,0.0833,0.6833,3.1667,7,6,18,0.5926,0.8148,-0.4074,-0.0741,0.75,0.6667,3,0.8333,1
marginal_horiz-passing-2band|6x18|2318,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5463,0.3148,0.7778,0.6111,0.4815,0.375,0.6471,0.5833,0.4722,0.5833,0.3704,0.2593,0.8519,0.7037,0,0.0847,0.7288,2.1667,6,6,18,0.537,0.7963,-0.463,-0.1296,0.3333,0.2778,3,1,1
marginal_horiz-passing-2band|6x18|2319,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5648,0.3333,0.7963,0.6296,0.5,0.375,0.6765,0.6111,0.5,0.5833,0.4444,0.2222,0.8148,0.7778,1,0.0656,0.7049,2.6667,8,6,18,0.537,0.7963,-0.463,-0.1296,0.6667,0.6111,3,0.8333,1
marginal_horiz-passing-2band|6x18|2320,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5926,0.3889,0.7963,0.5926,0.5926,0.425,0.6912,0.6111,0.5556,0.6111,0.3704,0.4074,0.8148,0.7778,1,0.0625,0.7031,3,8,6,18,0.5926,0.7407,-0.4074,0,0.6667,0.8333,3,1,1
marginal_horiz-passing-2band|6x18|2321,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5648,0.3333,0.7963,0.6111,0.5185,0.35,0.6912,0.6389,0.5,0.5556,0.4074,0.2593,0.8148,0.7778,1,0.0656,0.9672,2.6667,6,6,18,0.537,0.7593,-0.463,-0.0926,0.6667,0.7222,3,1,1
marginal_horiz-passing-2band|6x18|2322,marginal_horiz-passing-2band,,marginal_horiz-passing-2band,6,18,0.5556,0.3148,0.7963,0.6111,0.5,0.375,0.6618,0.6667,0.4722,0.5278,0.3704,0.2593,0.8519,0.7407,1,0.0667,0.7333,3.5,9,6,18,0.5185,0.7407,-0.4815,-0.1111,0.75,0.7222,3,1,1
