key,label,label2,suggested_label,visual_id,instance,plist,die_id,vmin_found,num_rows,num_cols,total_fail_ratio,top_fail_ratio,bot_fail_ratio,left_fail_ratio,right_fail_ratio,center_fail_ratio,edge_fail_ratio,left_edge_fail_ratio,right_edge_fail_ratio,center_band_fail_ratio,q_tl_ratio,q_tr_ratio,q_bl_ratio,q_br_ratio,is_diagonal,isolated_fail_ratio,largest_cluster_ratio,avg_row_transitions,max_row_transitions,num_rows,num_cols,vertical_symmetry,horizontal_symmetry,vertical_gradient,horizontal_gradient,boundary_monotonicity,boundary_spread,aspect_ratio,fail_row_fraction,fail_col_fraction
25ww24p3_shmoo_cwf_core_chk_f6.txt|NO_VID|SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP|scn_c_dkt_f6_chkcore_sEs_edt_awt_core1_3mclk_tatpg_list|0,red,,red,,SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP,scn_c_dkt_f6_chkcore_sEs_edt_awt_core1_3mclk_tatpg_list,,Vmin Found: 1.000V,21,11,0.9827,0.9669,1,1,0.9683,1,0.974,1,0.9365,1,1,0.9394,1,1,0,0,1,0.0952,1,21,11,0.9654,0.9654,-0.0331,-0.0317,1,0,0.5238,1,1
J615054MV_5261_chk_10_20260406222121_QAHOT.itf|D6911LW000087|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6911LW000087,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5675,0.2273,0.9417,0.4286,0.7063,0.5909,0.5591,0.3929,0.7619,0.5476,0.0152,0.4394,0.8833,1,0,0.007,0.993,0.5714,2,21,12,0.2857,0.7222,-0.7144,0.2778,0.9231,0.0833,0.5714,0.8571,1
J615054MV_5261_chk_10_20260406222121_QAHOT.itf|D5HM740100013|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D5HM740100013,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6825,0.404,0.9889,0.5238,0.8095,0.8364,0.6194,0.4921,0.873,0.6825,0.1136,0.6364,0.975,1,0,0.0078,1,0.5238,1,21,9,0.4074,0.7143,-0.5848,0.2857,1,0,0.4286,0.9524,1
J615054MV_5261_chk_10_20260406222121_QAHOT.itf|D5HM740100013|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D5HM740100013,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.5992,0.3258,0.9,0.4048,0.7937,0.697,0.5645,0.3333,0.8571,0.6071,0.0455,0.6061,0.8,1,0,0,1,0.7143,1,21,12,0.4206,0.6111,-0.5742,0.3889,1,0,0.5714,0.9524,1
J615054MV_5261_chk_1_20260406205551_QAHOT.itf|D6EN063700107|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6EN063700107,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.5926,0.2626,0.9556,0.4405,0.7143,0.6545,0.5672,0.4127,0.7937,0.5714,0.0227,0.4545,0.9,1,0,0,1,0.5238,1,21,9,0.3016,0.7249,-0.6929,0.2738,1,0,0.4286,0.8571,1
J615054MV_5261_chk_1_20260406205551_QAHOT.itf|D6EN063700107|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6EN063700107,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5238,0.2121,0.8667,0.3492,0.6984,0.5455,0.5161,0.2976,0.75,0.5238,0,0.4242,0.7333,1,0,0.0076,1,0.6667,1,21,12,0.3492,0.6508,-0.6545,0.3492,1,0,0.5714,0.8571,1
J615054MV_5261_chk_1_20260406205551_QAHOT.itf|D6FS122100552|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D6FS122100552,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.672,0.3838,0.9889,0.5357,0.781,0.8182,0.6119,0.5079,0.8413,0.6667,0.1364,0.5818,0.975,1,0,0,1,0.4762,1,21,9,0.3757,0.7566,-0.6051,0.2452,1,0,0.4286,0.9048,1
J615054MV_5261_chk_1_20260406205551_QAHOT.itf|D6FS122100552|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6FS122100552,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.5833,0.2879,0.9083,0.4048,0.7619,0.6515,0.5591,0.3452,0.8214,0.5833,0.0303,0.5455,0.8167,1,0,0,1,0.6667,1,21,12,0.381,0.6429,-0.6205,0.3571,1,0,0.5714,0.9048,1
J615054MV_5261_chk_1_20260406205551_QAHOT.itf|D6EN063700222|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6EN063700222,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6455,0.3232,1,0.5952,0.6857,0.7636,0.597,0.5873,0.7143,0.6349,0.2273,0.4,1,1,0,0,1,0.1905,1,21,9,0.291,0.9048,-0.6768,0.0905,1,0,0.4286,0.7619,1
J615054MV_5261_chk_1_20260406205551_QAHOT.itf|D6EN063700222|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6EN063700222,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.540V,21,12,0.619,0.2727,1,0.5397,0.6984,0.7273,0.5806,0.5119,0.7143,0.631,0.1212,0.4242,1,1,0,0,1,0.3333,2,21,12,0.246,0.8413,-0.7273,0.1587,1,0.0833,0.5714,0.7619,1
J615054MV_5261_chk_2_20260406211052_QAHOT.itf|D6NX633300025|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D6NX633300025,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.550V,21,9,0.709,0.4444,1,0.5714,0.819,0.8545,0.6493,0.5556,0.873,0.6984,0.1818,0.6545,1,1,0,0.0075,1,0.4286,1,21,9,0.418,0.7566,-0.5556,0.2476,1,0,0.4286,0.9524,1
J615054MV_5261_chk_2_20260406211052_QAHOT.itf|D6NX633300025|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,mixed,,mixed,D6NX633300025,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.540V,21,12,0.6548,0.3561,0.9833,0.5079,0.8016,0.7576,0.6183,0.4762,0.8571,0.631,0.0909,0.6212,0.9667,1,0,0,1,0.5238,1,21,12,0.3571,0.7063,-0.6273,0.2937,1,0,0.5714,0.9524,1
J615054MV_5261_chk_2_20260406211052_QAHOT.itf|D6WA562300068|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6WA562300068,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.5714,0.2222,0.9556,0.4405,0.6762,0.6364,0.5448,0.4127,0.7302,0.5714,0.0227,0.3818,0.9,1,0,0.0093,1,0.4762,1,21,9,0.2593,0.7672,-0.7333,0.2357,1,0,0.4286,0.8095,1
J615054MV_5261_chk_2_20260406211052_QAHOT.itf|D6WA562300068|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6WA562300068,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.510V,21,12,0.4802,0.1742,0.8167,0.3016,0.6587,0.4697,0.4839,0.2381,0.7143,0.4881,0,0.3485,0.6333,1,0,0,1,0.6667,1,21,12,0.3571,0.6429,-0.6424,0.3571,1,0,0.5714,0.8095,1
J615054MV_5261_chk_2_20260406211052_QAHOT.itf|D6KW354600516|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6KW354600516,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.6243,0.2828,1,0.5357,0.6952,0.7091,0.5896,0.5238,0.7619,0.5873,0.1136,0.4182,1,1,0,0,1,0.3333,1,21,9,0.2593,0.8307,-0.7172,0.1595,1,0,0.4286,0.8095,1
J615054MV_5261_chk_2_20260406211052_QAHOT.itf|D6KW354600516|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6KW354600516,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.623,0.2803,1,0.5476,0.6984,0.5909,0.6344,0.5714,0.7619,0.5357,0.1364,0.4242,1,1,0,0.0064,1,0.619,3,21,12,0.2698,0.8492,-0.7197,0.1508,0.9,0.25,0.5714,0.8571,1
J615054MV_5261_chk_3_20260406212508_QAHOT.itf|D6HH377700121|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D6HH377700121,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6614,0.3636,0.9889,0.5357,0.7619,0.8182,0.597,0.5079,0.8095,0.6667,0.1364,0.5455,0.975,1,0,0,1,0.4286,1,21,9,0.3545,0.7778,-0.6253,0.2262,1,0,0.4286,0.8571,1
J615054MV_5261_chk_3_20260406212508_QAHOT.itf|D6HH377700121|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6HH377700121,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.5833,0.2879,0.9083,0.4127,0.754,0.6667,0.5538,0.3452,0.8095,0.5952,0.0455,0.5303,0.8167,1,0,0,1,0.6667,1,21,12,0.373,0.6587,-0.6205,0.3413,1,0,0.5714,0.9048,1
J615054MV_5261_chk_3_20260406212508_QAHOT.itf|D6J082N700011|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D6J082N700011,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.672,0.3838,0.9889,0.5238,0.7905,0.8,0.6194,0.4921,0.8571,0.6667,0.1136,0.6,0.975,1,0,0,1,0.4762,1,21,9,0.3757,0.7354,-0.6051,0.2667,1,0,0.4286,0.9048,1
J615054MV_5261_chk_3_20260406212508_QAHOT.itf|D6J082N700011|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6J082N700011,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.6032,0.2955,0.9417,0.4365,0.7698,0.6515,0.586,0.4048,0.8333,0.5714,0.0303,0.5606,0.8833,1,0,0.0066,0.9934,0.619,3,21,12,0.3492,0.6667,-0.6462,0.3333,1,0,0.5714,0.9048,1
J615054MV_5261_chk_4_20260406213410_QAHOT.itf|D6Y85R7400053|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D6Y85R7400053,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.550V,21,9,0.7143,0.4646,0.9889,0.5595,0.8381,0.8909,0.6418,0.5238,0.9048,0.7143,0.1818,0.6909,0.975,1,0,0,1,0.5238,1,21,9,0.4603,0.7249,-0.5242,0.2786,1,0,0.4286,0.9524,1
J615054MV_5261_chk_4_20260406213410_QAHOT.itf|D6Y85R7400053|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6Y85R7400053,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.540V,21,12,0.627,0.3485,0.9333,0.4365,0.8175,0.7273,0.5914,0.381,0.881,0.619,0.0455,0.6515,0.8667,1,0,0,1,0.6667,1,21,12,0.4127,0.619,-0.5848,0.381,1,0,0.5714,0.9524,1
J615054MV_5261_chk_4_20260406213410_QAHOT.itf|D6XD779600063|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,diagonal,,diagonal,D6XD779600063,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6825,0.3939,1,0.619,0.7333,0.7818,0.6418,0.6349,0.7937,0.619,0.2727,0.4909,1,1,1,0.0078,0.9922,0.5714,3,21,9,0.3651,0.873,-0.6061,0.1143,0.7778,0.3333,0.4286,0.8571,1
J615054MV_5261_chk_4_20260406213410_QAHOT.itf|D6XD779600063|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,mixed,speckled,mixed,D6XD779600063,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.6746,0.3788,1,0.6349,0.7143,0.803,0.629,0.6071,0.7619,0.6548,0.303,0.4545,1,1,0,0.0118,1,0.6667,3,21,12,0.3492,0.8571,-0.6212,0.0794,0.8889,0.1667,0.5714,0.8571,1
J615054MV_5261_chk_4_20260406213410_QAHOT.itf|D6BE463501307|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,speckled,mixed,D6BE463501307,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6614,0.3535,1,0.5714,0.7333,0.7636,0.6194,0.5556,0.7937,0.6349,0.1818,0.4909,1,1,0,0,1,0.3333,1,21,9,0.3228,0.8307,-0.6465,0.1619,1,0,0.4286,0.8571,1
J615054MV_5261_chk_4_20260406213410_QAHOT.itf|D6BE463501307|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,speckled,floor,D6BE463501307,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.540V,21,12,0.6389,0.3106,1,0.5397,0.7381,0.7121,0.6129,0.5119,0.7857,0.619,0.1212,0.5,1,1,0,0,1,0.6667,3,21,12,0.2937,0.8016,-0.6894,0.1984,1,0.1667,0.5714,0.8571,1
J615054MV_5261_chk_5_20260406213732_QAHOT.itf|D6RX163300544|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6RX163300544,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6349,0.3232,0.9778,0.4881,0.7524,0.7636,0.5821,0.4603,0.8095,0.6349,0.0682,0.5273,0.95,1,0,0,1,0.4762,1,21,9,0.3333,0.7354,-0.6545,0.2643,1,0,0.4286,0.8571,1
J615054MV_5261_chk_5_20260406213732_QAHOT.itf|D6RX163300544|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6RX163300544,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.6032,0.2652,0.975,0.4762,0.7302,0.6061,0.6022,0.4643,0.7857,0.5595,0.0455,0.4848,0.95,1,0,0.0066,1,0.6667,2,21,12,0.2857,0.746,-0.7098,0.254,1,0.25,0.5714,0.8571,1
J615054MV_5261_chk_5_20260406213732_QAHOT.itf|D6M28P9400079|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D6M28P9400079,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6772,0.3838,1,0.5476,0.781,0.8182,0.6194,0.5238,0.8413,0.6667,0.1364,0.5818,1,1,0,0,1,0.4286,1,21,9,0.3651,0.7672,-0.6162,0.2333,1,0,0.4286,0.9048,1
J615054MV_5261_chk_5_20260406213732_QAHOT.itf|D6M28P9400079|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6M28P9400079,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.6429,0.3258,0.9917,0.5238,0.7619,0.6515,0.6398,0.5357,0.8214,0.5714,0.1061,0.5455,0.9833,1,0,0.0062,0.9938,0.7143,3,21,12,0.3175,0.7619,-0.6659,0.2381,1,0.25,0.5714,0.9048,1
J615054MV_5261_chk_5_20260406213732_QAHOT.itf|D6M28P9400118|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6M28P9400118,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.5714,0.2323,0.9444,0.4286,0.6857,0.6364,0.5448,0.3968,0.746,0.5714,0.0227,0.4,0.875,1,0,0,1,0.4762,1,21,9,0.2804,0.746,-0.7121,0.2571,1,0,0.4286,0.8095,1
J615054MV_5261_chk_5_20260406213732_QAHOT.itf|D6M28P9400118|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6M28P9400118,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.4921,0.197,0.8167,0.3016,0.6825,0.5,0.4892,0.2381,0.7381,0.5,0,0.3939,0.6333,1,0,0,1,0.6667,1,21,12,0.381,0.619,-0.6197,0.381,1,0,0.5714,0.8095,1
J615054MV_5261_chk_6_20260406214508_QAHOT.itf|D6NX633300094|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6NX633300094,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.510V,21,9,0.5397,0.1818,0.9333,0.4048,0.6476,0.5636,0.5299,0.381,0.7143,0.5238,0,0.3273,0.85,1,0,0,1,0.4286,1,21,9,0.2487,0.7566,-0.7515,0.2429,1,0,0.4286,0.7619,1
